C2_F1_UniqueSLD,C2_F3_ChatSessionCount,C2_F6_ProductivityHits,C3_F1_FoodDeliveryHits,C3_F2_LateNightDeliveryRatio,C3_F3_MeanInterOrderDays,C3_F4_DietSiteVisits,C3_F5_TrackerBurstCount,C3_F6_SmartScaleUploads,C3_F7_WeighInTimeVarMin,C5_F1_DhcpPerHour,C5_F2_WifiDwellMin,C5_F3_MedianIKS,C5_F4_IKSStd,C5_F5_Sub30sSessions,C5_F6_SessionFano,C6_F1_LongestMiddayIdleMin,C6_F2_DayActiveSessionCount,C6_F3_DayIdleRatio_09_18,C6_F4_UpstreamBpsPerActiveHour,C6_F5_PostChatCount,C6_F6_MedianInterReqSec,C6_F7_InterReqFano,C6_F8_FirstActivityMin,C6_F9_ActivationDelayVsBase28d,C7_F1_MentalHealthSiteVisitsDay,C7_F2_NegativeSelfSearchRatio,C7_F3_SelfAssessmentDwellSec,C7_F4_HelpTherapyLookupHits,C7_F5_AccountDeleteUnsubCount,C7_F6_SettingsPrivacyDwellSec,C7_F7_SocialOutgoingShareUp,C7_F8_CloudUploadBytesToday,C8_F1_MedianPageDwellSec,C8_F2_DNSBurstRatePerHour,C8_F3_NotificationMicroSessionsCount,C8_F4_RepeatedQueryRatio60m,C8_F5_QueryReformulationMax,C8_F6_BackNavShare,C8_F7_SERPTimeToFirstClickSec,C8_F8_MedianIKSsec,C9_F1_CrisisLineHits,C9_F2_SuicideMethodQueryRatio,C9_F3_TherapyBookingVisits,C9_F4_SelfHarmForumVisits,C9_F5_SelfHarmForumUpBytes,C9_F6_SelfHarmForumMeanSessLenSec,C9_F7_WillInsuranceDownloads,C9_F8_CloudBackupUpBytesToday,C9_F9_AccountDeletionRequestsCount,C9_F10_NightSuicideQueryBursts,C9_F11_NightNegativeSearchRatio,n_total_packets_today,n_night_packets_today,night_pkts_today,day_pkts_today,down_bytes_today,up_bytes_today,LateNightShare,LongestInactivityHours,ActiveNightMinutes,ActiveDayMinutes,ND_Ratio,IS,IV,F1_DistinctSocial,F2_MeanSocialDurSec,Date,F3_LongStreams,F4_DownUpRatio,F5_RevisitRatio,F6_Fano,F7_HourlyCV,F8_NightDayRatioPkts,C2_F2_MedianReplyLatencySec,C2_F4_MeanUpstreamRateBps,C2_F5_PassiveActiveByteRatio,C2_F7_SocialOutgoingShareUp,C4_F1_OnsetDelayFrom2200Min,C4_F2_WakeAfter0400Min,C4_F3_OnsetVar14dMin,C4_F4_SleepDurationZAbs30d,C4_F5_NocturnalMicroSessionCount0106,C4_F6_MeanInterAwakGapMin0106,C4_F7_DaytimeIdleRatio0818,C4_F8_NightDayTrafficRatioBytes
27.0,1.0,17637.0,0.0,,,0.0,0.0,0.0,,21.752025864354977,2.7455043721049264,0.147704,0.7018945472077198,0.0,,,,,119.85827546296296,27645.0,0.0,7.020265144867962,240.0,,0.0,0.0,,0.0,,,1.0,862070.0,,60.04169562195969,0.0,0.9775193798449613,,,,0.147704,0.0,0.0,,0.0,,,,862070.0,,0.0,0.0,125533.0,30641.0,40442.0,85091.0,11319911.0,10355755.0,0.24408721212748838,0.008055555555555555,360.0,780.0,0.46153846153846156,,,15.0,86391.724853,2015-03-27,0.0,1.0931033999935302,0.9992224845936762,45.694491084460275,0.04358649717009832,0.36009683750337873,,93.20002597124207,0.0,1.0,419.8978567166667,1080.0212159166667,,0.40864552142849164,0.0,,0.0,0.3538741863692816
27.0,1.0,17971.0,0.0,,,0.0,0.0,0.0,,21.917791216276278,2.7251816885714284,0.1369495,0.6943901339456857,0.0,,,,,120.76898148148148,27670.0,0.0,6.636876293853867,240.01666666666668,,0.0,0.0,,0.0,,,1.0,845990.0,,59.41626129256428,0.0,0.9775628626692456,,,,0.1369495,0.0,0.0,,0.0,,,,845990.0,,0.0,0.0,125434.0,30664.0,40429.0,85005.0,11654050.0,10434440.0,0.24446322368735748,0.006944444444444444,360.0,780.0,0.46153846153846156,,,17.0,86394.796887,2015-03-28,0.0,1.116883129329413,0.9992260283789595,40.71050536980054,0.047771533743206446,0.36073172166343154,,94.07100071813379,0.0,1.0,419.8754083,1080.0445633000002,,0.4176318646453832,0.0,,0.0,0.35173501966476584
29.0,2.0,17923.0,0.0,,,0.0,0.0,0.0,,20.918118514345586,2.862256803027279,0.130204,0.6894028896926246,0.0,,,,,123.68785024154589,26946.0,0.0,185.76650587308058,240.11666666666667,,0.0,0.0,,0.0,,,1.0,816638.0,,56.831132731063235,0.0,0.9769170579029735,,,,0.130204,0.0,0.0,,0.0,,,,816638.0,,0.0,0.0,121974.0,25205.0,36160.0,85814.0,10762478.0,10241354.0,0.20664239919982946,1.001111111111111,300.0,780.0,0.38461538461538464,1.0,0.03480678007070127,14.0,41394.2914545,2015-03-29,0.0,1.0508842873705957,0.9991568787068263,46.26710589961795,0.2120637054407587,0.2937166429720092,,93.99952910394268,0.0,1.0,239.94844238333332,0.0,,16.97101306979597,0.0,60.073164616666666,0.0,0.28316511043552367
27.0,1.0,18934.0,0.0,,,0.0,0.0,0.0,,22.25045065841289,2.6934386385240776,0.159386,0.6964483292301386,0.0,,,,,123.79631944444445,28052.0,0.0,6.79780871188021,240.03333333333333,,0.0,0.0,,0.0,,,1.0,852730.0,,60.04169562195969,0.0,0.9784546805349182,,,,0.159386,0.0,0.0,,0.0,,,,852730.0,,0.0,0.0,130544.0,32086.0,42308.0,88236.0,11589883.0,10696002.0,0.245786861134943,0.0077777777777777776,360.0,780.0,0.46153846153846156,,,14.0,86397.905743,2015-03-30,0.0,1.083571506437639,0.999270053259077,43.126586863858606,0.0557711666931236,0.3636384242259395,,96.1114615983939,0.0,1.0,419.98607441666667,1080.0995231333334,,0.30344980678780686,0.0,,0.0,0.3647573455454966
27.0,1.0,18575.0,0.0,,,0.0,0.0,0.0,,22.08443816102979,2.7108887503150596,0.122783,0.6789220484374812,0.0,,,,,122.93553240740741,27933.0,0.0,7.330070185016312,240.06666666666666,,0.0,0.0,,0.0,,,1.0,858816.0,,60.04169562195969,0.0,0.9778879146016012,,,,0.122783,0.0,0.0,,0.0,,,,858816.0,,0.0,0.0,127932.0,30524.0,41568.0,86364.0,11309455.0,10621630.0,0.2385955038614264,0.0075,360.0,780.0,0.46153846153846156,,,14.0,86395.670403,2015-03-31,0.0,1.0647570099881092,0.999253855082076,42.87043038489191,0.037635090448967415,0.35343430132925757,,95.63529007251148,0.0,1.0,419.99266743333334,1080.0275697,,0.298647886744811,0.0,,0.0,0.3604579517409685
48.0,1.0,20188.0,0.0,,,0.0,0.0,0.0,,21.500937336847144,2.777529264530745,0.134069,0.7040027022061142,0.0,,,,,426.3697569444444,29312.0,0.0,8.714606310300185,240.03333333333333,,0.0,0.0,,0.0,,,1.0,821558.0,,58.5406532314107,0.0,0.9785001279754287,,,,0.134069,0.0,0.0,,0.0,,,,821558.0,,0.0,0.0,908366.0,32359.0,43705.0,864661.0,609173704.0,36838347.0,0.035623306024223714,0.006944444444444444,360.0,780.0,0.46153846153846156,,,15.0,86394.503727,2015-04-01,0.0,16.53640170119468,0.9998770879051938,7743.06540300263,2.997494567703451,0.0374239152685272,,102.9533548581547,0.0,1.0,419.9657278,1080.0146530166667,,0.2956309426602817,0.0,,0.0,0.00957312619560189
34.0,1.0,22237.0,0.0,,,0.0,0.0,0.0,,25.335697579697992,2.35551955675453,0.206387,0.7297181488637737,0.0,,,,,135.7984375,34049.0,0.0,6.9908580781167196,240.03333333333333,,0.0,0.0,,0.0,,,1.0,877646.0,,58.37387074357192,0.0,0.9887327086122267,,,,0.206387,0.0,0.0,,0.0,,,,877646.0,,0.0,0.0,159711.0,34083.0,45020.0,114691.0,12960652.0,11732985.0,0.21340421135676316,0.0077777777777777776,360.0,780.0,0.46153846153846156,,,16.0,86386.580892,2015-04-02,0.0,1.1046338165437013,0.9993903095075852,79.96487057090637,0.47429421980085124,0.2971724023681021,,102.5927396186685,0.0,1.0,419.998897,1080.11047265,,0.28568218336944506,0.0,,0.0,0.41541082269672697
29.0,1.0,19099.0,0.0,,,0.0,0.0,0.0,,22.085478478475856,2.7047122757403907,0.146025,0.6879792247018691,0.0,,,,,129.32055555555556,28957.0,0.0,7.047253492114133,240.06666666666666,,0.0,0.0,,0.0,,,1.0,903168.0,,60.04169562195969,0.0,0.9774074074074074,,,,0.146025,0.0,0.0,,0.0,,,,903168.0,,0.0,0.0,135388.0,31889.0,42371.0,93017.0,13017249.0,11173296.0,0.23553786155346115,0.0075,360.0,780.0,0.46153846153846156,,,14.0,86383.873195,2015-04-03,0.0,1.165032144498812,0.9992049784795899,193.2376979906311,0.19309979040853725,0.3428298053044067,,101.42610739648025,0.0,1.0,419.9778149,1080.0365833333333,,0.2819585073446152,0.0,,0.0,0.3250085224380123
29.0,1.0,18263.0,0.0,,,0.0,0.0,0.0,,21.418365015345046,2.7891986965237168,0.157899,0.6695455461764761,0.0,,,,,126.32787037037038,28467.0,0.0,7.302588291961598,240.01666666666668,,0.0,0.0,,0.0,,,1.0,880714.0,,58.498957609451004,0.0,0.9776202909362178,,,,0.157899,0.0,0.0,,0.0,,,,880714.0,,0.0,0.0,127323.0,30422.0,40697.0,86626.0,11328108.0,10914728.0,0.2389356204299302,0.0075,360.0,780.0,0.46153846153846156,,,14.0,86382.945949,2015-04-04,0.0,1.0378735961170997,0.9991815539186634,45.41621304673962,0.052165957064717106,0.35118786507515065,,99.02478904864236,0.0,1.0,419.93580096666665,1080.0465631,,0.27700445229871984,0.0,,0.0,0.3383483176708977
108.0,1.0,20745.0,0.0,,,0.0,0.0,0.0,,25.83420263003227,2.311441348734518,0.2132815,0.7233029799127301,0.0,,,,,130.17728009259258,33372.0,0.0,7.258162906647474,240.15,,0.0,0.0,,0.0,,,1.0,912996.0,,59.082696316886725,0.0,0.9811745447104563,,,,0.2132815,0.0,0.0,,0.0,,,,912996.0,,0.0,0.0,156156.0,29777.0,45678.0,110478.0,10981411.0,11247317.0,0.19068751761059452,0.0077777777777777776,360.0,780.0,0.46153846153846156,,,17.0,86397.092721,2015-04-05,0.0,0.9763582728218649,0.9978717534386947,78.2304304669689,0.5083229054354665,0.2695287749597205,,97.24464950610384,0.0,1.0,419.96851865,1080.03340345,,0.23360861151453077,0.0,,0.0,0.3116071447023582
28.0,1.0,19924.0,0.0,,,0.0,0.0,0.0,,22.91715862830301,2.6162095524893747,0.171951,0.6921282606497489,0.0,,,,,131.04319444444445,31050.0,0.0,7.082008112777492,240.03333333333333,,0.0,0.0,,0.0,,,1.0,920294.0,,60.04169562195969,0.0,0.9838181467925255,,,,0.171951,0.0,0.0,,0.0,,,,920294.0,,0.0,0.0,139182.0,42436.0,53182.0,86000.0,11549735.0,11322132.0,0.30489574801339253,0.0075,360.0,780.0,0.46153846153846156,,,14.0,86383.849512,2015-04-06,0.0,1.0201024859982202,0.9993461304936715,57.992712958572156,0.3793949019705237,0.4934418604651163,,101.18352040777944,0.0,1.0,419.89776336666665,1080.0066887166665,,0.2129959942350296,0.0,,0.0,0.40926304100355104
235.0,1.0,20888.0,0.0,,,0.0,0.0,0.0,,17.6269223846067,3.3775393889415484,0.002558,0.5308466960882541,0.0,,,,,224.8657638888889,64782.0,0.0,7.029088469499718,240.06666666666666,,0.0,0.0,,0.0,,,1.0,863222.0,,59.708130646282136,0.0,0.8995795201582983,,,,0.002558,0.0,0.0,,0.0,,,,863222.0,,0.0,0.0,279794.0,29853.0,52149.0,227645.0,116525678.0,19428402.0,0.10669635517559348,0.006944444444444444,360.0,780.0,0.46153846153846156,,,65.0,86390.573475,2015-04-07,0.0,5.9976974946266814,0.9974888869892289,5347.252854590251,1.2439115325132684,0.1311383953084847,,165.7914217243249,0.0,1.0,419.9293244666667,1080.13933215,,0.21152399872815478,0.0,,0.0,0.04448695779404354
200.0,1.0,35139.0,0.0,,,0.0,0.0,0.0,,16.917527263236597,3.539525119012345,0.043716,0.635052024367587,0.0,,,,,254.10766203703704,54913.0,0.0,5.0718389798253565,240.0,,0.0,0.0,,0.0,,,1.0,854118.0,,60.04169562195969,0.0,0.938887834503701,,,,0.043716,0.0,0.0,,0.0,,,,854118.0,,0.0,0.0,232758.0,66210.0,83121.0,149637.0,53184830.0,21954902.0,0.2844585363338747,0.006388888888888889,360.0,780.0,0.46153846153846156,,,62.0,86395.526891,2015-04-08,0.0,2.4224580915915728,0.9976865507628598,380.24196278967986,0.30138114439541674,0.4424707792858718,,201.72324456088836,0.0,1.0,419.9975187333333,1080.0251780333333,,0.20995130921849242,0.0,,0.0,0.5369044564529497
161.0,1.0,47513.0,0.0,,,0.0,0.0,0.0,,16.91709407567789,3.532085710946502,0.0798845,0.702773621568295,0.0,,,,,297.6034143518518,50256.0,0.0,5.0048152256455225,240.03333333333333,,0.0,0.0,,0.0,,,1.0,841766.0,,59.2494788047255,0.0,0.9418927579577013,,,,0.0798845,0.0,0.0,,0.0,,,,841766.0,,0.0,0.0,320529.0,174610.0,189552.0,130977.0,129799432.0,25712935.0,0.544755700732227,0.005833333333333334,360.0,780.0,0.46153846153846156,,,33.0,86395.489347,2015-04-09,0.0,5.048020850206326,0.998460906057912,33277.756042179695,1.5395066303703897,1.3331348251983173,,200.26602234414915,0.0,1.0,419.99534438333336,1080.0022388833333,,0.20942425037600643,0.0,,0.0,4.0992441792842715
32.0,1.0,43657.0,0.0,,,0.0,0.0,0.0,,17.083460423799448,3.4974369685819067,0.10239999999999999,0.7167987680399077,0.0,,,,,210.71412037037038,44880.0,0.0,5.0655983800146025,240.0,,0.0,0.0,,0.0,,,1.0,854124.0,,58.665740097289785,0.0,0.9758576874205845,,,,0.10239999999999999,0.0,0.0,,0.0,,,,854124.0,,0.0,0.0,173994.0,43597.0,58017.0,115977.0,19318523.0,18205700.0,0.2505661114751083,0.006388888888888889,360.0,780.0,0.46153846153846156,,,15.0,86399.200946,2015-04-10,0.0,1.0611249773422609,0.9994509454033835,68.88406482407417,0.0804082576698781,0.37591074092276916,,186.10020490871682,0.0,1.0,419.89178735,1080.0213295,,0.20603470164708695,0.0,,0.0,0.35936215237771935
32.0,1.0,41981.0,0.0,,,0.0,0.0,0.0,,16.750338393476916,3.567225030299252,0.103467,0.6945181333197259,0.0,,,,,224.8790162037037,44945.0,0.0,5.061020267673461,240.03333333333333,,0.0,0.0,,0.0,,,1.0,858414.0,,57.8318276580959,0.0,0.9760222110045431,,,,0.103467,0.0,0.0,,0.0,,,,858414.0,,0.0,0.0,184578.0,42754.0,57445.0,127133.0,18977320.0,19429547.0,0.2316310719587383,0.006388888888888889,360.0,780.0,0.46153846153846156,,,15.0,86397.746053,2015-04-11,0.0,0.9767247790182654,0.9994651780789865,200.50895434450473,0.29281386426018013,0.33629348792209734,,185.2141720246226,0.0,1.0,419.9976439833333,1080.0008308666665,,0.20592794487046415,0.0,,0.0,0.33964247098050426
31.0,1.0,42222.0,0.0,,,0.0,0.0,0.0,,17.167010146748943,3.480397833738848,0.100294,0.7015291685204476,0.0,,,,,215.62738425925926,45038.0,0.0,4.8578632675948,240.0,,0.0,0.0,,0.0,,,1.0,855368.0,,58.12369701181376,0.0,0.9766066838046272,,,,0.100294,0.0,0.0,,0.0,,,,855368.0,,0.0,0.0,177381.0,47229.0,62156.0,115225.0,18393362.0,18630206.0,0.26625737818593875,0.005555555555555556,360.0,780.0,0.46153846153846156,,,15.0,86388.88049,2015-04-12,0.0,0.9872870970938271,0.9994508317242112,48.89991427351269,0.08840342649809084,0.40988500759383817,,187.3342021358101,0.0,1.0,419.9843275,1080.0530468499999,,0.21026441886283206,0.0,,0.0,0.4048313084722334
67.0,1.0,21464.0,0.0,,,0.0,0.0,0.0,,16.581710939581743,3.5755194371727748,0.088344,0.7193563191502761,0.0,,,,,217.53851851851852,23222.0,0.0,5.1163114516179995,240.01666666666668,,0.0,0.0,,0.0,,,1.0,415002.0,,59.82708933717579,0.0,0.9279411764705883,,,,0.088344,0.0,0.0,,0.0,,,,415002.0,,0.0,0.0,88287.0,43913.0,43913.0,44374.0,9884160.0,9397664.0,0.49738919659746056,0.019166666666666665,360.0,215.0,1.6744186046511629,,,31.0,41558.182503,2015-04-13,0.0,1.0517677584557183,0.9979283262731518,101.1148334816804,0.07094565190075335,0.9896110334880786,,198.34173449247868,0.0,1.0,,,,0.1346578530100639,0.0,,0.0,0.9314500317258435
