C2_F1_UniqueSLD,C2_F3_ChatSessionCount,C2_F6_ProductivityHits,C3_F1_FoodDeliveryHits,C3_F2_LateNightDeliveryRatio,C3_F3_MeanInterOrderDays,C3_F4_DietSiteVisits,C3_F5_TrackerBurstCount,C3_F6_SmartScaleUploads,C3_F7_WeighInTimeVarMin,C5_F1_DhcpPerHour,C5_F2_WifiDwellMin,C5_F3_MedianIKS,C5_F4_IKSStd,C5_F5_Sub30sSessions,C5_F6_SessionFano,C6_F1_LongestMiddayIdleMin,C6_F2_DayActiveSessionCount,C6_F3_DayIdleRatio_09_18,C6_F4_UpstreamBpsPerActiveHour,C6_F5_PostChatCount,C6_F6_MedianInterReqSec,C6_F7_InterReqFano,C6_F8_FirstActivityMin,C6_F9_ActivationDelayVsBase28d,C7_F1_MentalHealthSiteVisitsDay,C7_F2_NegativeSelfSearchRatio,C7_F3_SelfAssessmentDwellSec,C7_F4_HelpTherapyLookupHits,C7_F5_AccountDeleteUnsubCount,C7_F6_SettingsPrivacyDwellSec,C7_F7_SocialOutgoingShareUp,C7_F8_CloudUploadBytesToday,C8_F1_MedianPageDwellSec,C8_F2_DNSBurstRatePerHour,C8_F3_NotificationMicroSessionsCount,C8_F4_RepeatedQueryRatio60m,C8_F5_QueryReformulationMax,C8_F6_BackNavShare,C8_F7_SERPTimeToFirstClickSec,C8_F8_MedianIKSsec,C9_F1_CrisisLineHits,C9_F2_SuicideMethodQueryRatio,C9_F3_TherapyBookingVisits,C9_F4_SelfHarmForumVisits,C9_F5_SelfHarmForumUpBytes,C9_F6_SelfHarmForumMeanSessLenSec,C9_F7_WillInsuranceDownloads,C9_F8_CloudBackupUpBytesToday,C9_F9_AccountDeletionRequestsCount,C9_F10_NightSuicideQueryBursts,C9_F11_NightNegativeSearchRatio,n_total_packets_today,n_night_packets_today,night_pkts_today,day_pkts_today,down_bytes_today,up_bytes_today,LateNightShare,LongestInactivityHours,ActiveNightMinutes,ActiveDayMinutes,ND_Ratio,IS,IV,F1_DistinctSocial,F2_MeanSocialDurSec,Date,Fingerprint,F3_LongStreams,F4_DownUpRatio,F5_RevisitRatio,F6_Fano,F7_HourlyCV,F8_NightDayRatioPkts,C2_F2_MedianReplyLatencySec,C2_F4_MeanUpstreamRateBps,C2_F5_PassiveActiveByteRatio,C2_F7_SocialOutgoingShareUp,C4_F1_OnsetDelayFrom2200Min,C4_F2_WakeAfter0400Min,C4_F3_OnsetVar14dMin,C4_F4_SleepDurationZAbs30d,C4_F5_NocturnalMicroSessionCount0106,C4_F6_MeanInterAwakGapMin0106,C4_F7_DaytimeIdleRatio0818,C4_F8_NightDayTrafficRatioBytes
88.0,1.0,21834.0,0.0,,,0.0,0.0,0.0,,41.841699833524366,1.4263202363742107,0.059036,0.5856304558035434,0.0,,,,,129.3203472222222,35771.0,0.0,7.68485972184525,240.0,,0.0,0.0,,0.0,,,1.0,861052.0,,56.789437109103545,0.0,0.9443459766040411,,,,0.059036,0.0,0.0,,0.0,,,,861052.0,,0.0,0.0,149902.0,30320.0,41342.0,108560.0,20872311.0,11173278.0,0.20226548011367426,0.008055555555555555,360.0,780.0,0.46153846153846156,,,46.0,86382.48555,2015-03-20,7316f15c6d6730be87966495cabc2929,0.0,1.8680561783211695,0.998320033599328,383.825325861044,0.4930769508791193,0.2792925571112749,,103.5460480564975,0.0,1.0,419.99175261666664,1080.00367805,,0.622024112971674,0.0,,0.0,0.24660222302233895
31.0,1.0,18607.0,0.0,,,0.0,0.0,0.0,,21.418265431850344,2.788257612930474,0.141563,0.6893632872119989,0.0,,,,,123.72123842592593,27901.0,0.0,6.869665767886499,240.03333333333333,,0.0,0.0,,0.0,,,1.0,854744.0,,60.04169562195969,0.0,0.9759939984996249,,,,0.141563,0.0,0.0,,0.0,,,,854744.0,,0.0,0.0,132054.0,33322.0,43739.0,88315.0,11757015.0,10689515.0,0.2523361655080497,0.0077777777777777776,360.0,780.0,0.46153846153846156,,,15.0,86388.407882,2015-03-21,1a84d0863012c115a47a9ca01e7cd823,0.0,1.0998642127355638,0.9991439065477341,55.201432557892986,0.043765725181578126,0.3773084979901489,,96.40309625077899,0.0,1.0,419.95306658333334,1080.0083068,,0.6031790065250945,0.0,,0.0,0.3818947620262739
32.0,1.0,18350.0,0.0,,,0.0,0.0,0.0,,21.6678080106793,2.7560522502890175,0.163414,0.7002913695009709,0.0,,,,,123.06523148148148,27443.0,0.0,6.747485063396564,240.08333333333334,,0.0,0.0,,0.0,,,1.0,856736.0,,60.04169562195969,0.0,0.9770817417876242,,,,0.163414,0.0,0.0,,0.0,,,,856736.0,,0.0,0.0,131374.0,31399.0,42377.0,88997.0,11220046.0,10632836.0,0.23900467367972353,0.006666666666666667,360.0,780.0,0.46153846153846156,,,15.0,86393.329443,2015-03-22,16d639e375187589037e208c5ed436dc,0.0,1.0552260939602567,0.9990567150100224,57.85291252877703,0.03790964540427859,0.35280964526894165,,95.32078521679483,0.0,1.0,419.9259174833333,1080.0103799166668,,0.6147551181907627,0.0,,0.0,0.3398877826923539
34.0,1.0,20370.0,0.0,,,0.0,0.0,0.0,,21.50354638876326,2.7774885136893204,0.1604795,0.7112685231133937,0.0,,,,,125.12831018518519,27960.0,0.0,6.736910126922366,240.06666666666666,,0.0,0.0,,0.0,,,1.0,850554.0,,60.04169562195969,0.0,0.9753731343283583,,,,0.1604795,0.0,0.0,,0.0,,,,850554.0,,0.0,0.0,133996.0,33393.0,44039.0,89957.0,11830753.0,10811086.0,0.2492089316098988,0.0077777777777777776,360.0,780.0,0.46153846153846156,,,16.0,86369.851189,2015-03-23,cb2165c4bf64641660147b73c175a7c3,0.0,1.0943167966659408,0.9990740236396318,53.50289552590292,0.05349726581818928,0.3712106895516747,,96.84573823910101,0.0,1.0,419.99966711666667,1080.0255622,,0.5534205119838345,0.0,,0.0,0.37239247249562235
33.0,1.0,16771.0,0.0,,,0.0,0.0,0.0,,21.42021480401649,2.7882962689733595,0.159566,0.7130368437872449,0.0,,,,,121.57311342592592,27358.0,0.0,6.676888826206117,240.0,,0.0,0.0,,0.0,,,1.0,854888.0,,60.04169562195969,0.0,0.9755818389927509,,,,0.159566,0.0,0.0,,0.0,,,,854888.0,,0.0,0.0,132890.0,32217.0,42809.0,90081.0,11481964.0,10503917.0,0.24243359169237716,0.006666666666666667,360.0,780.0,0.46153846153846156,,,16.0,86381.971264,2015-03-24,4c62a71da422e0c7099228def6b2e7f9,0.0,1.0931125979003833,0.9991034070531979,51.942428052441024,0.042844110910739384,0.35764478635894364,,92.98278196792413,0.0,1.0,419.9658416166667,1080.0461651,,0.5719449553309341,0.0,,0.0,0.36030977688588134
37.0,1.0,18629.0,0.0,,,0.0,0.0,0.0,,22.08360527631849,2.704017331915564,0.161599,0.7046289828937273,0.0,,,,,125.04908564814815,27087.0,0.0,6.720833455120879,240.21666666666667,,0.0,0.0,,0.0,,,1.0,863194.0,,60.04169562195969,0.0,0.9736943907156673,,,,0.161599,0.0,0.0,,0.0,,,,863194.0,,0.0,0.0,146452.0,32175.0,42678.0,103774.0,25280859.0,10804241.0,0.21969655586813427,0.006666666666666667,360.0,780.0,0.46153846153846156,,,16.0,86390.238789,2015-03-25,b4e1d50d9480ab78391c18b3ba12ee96,0.0,2.339901433150186,0.9990824550526969,1505.9808728381233,0.4932198702012131,0.31004875980496077,,92.67913959070421,0.0,1.0,419.9934362166667,1080.1270139833334,,0.5525378826650991,0.0,,0.0,0.19553635774549805
108.0,1.0,17701.0,0.0,,,0.0,0.0,0.0,,22.086513160075597,2.703787768178954,0.123561,0.6899973417476809,0.0,,,,,120.75087962962964,27943.0,0.0,7.335484473365285,240.11666666666667,,0.0,0.0,,0.0,,,1.0,890800.0,,60.04169562195969,0.0,0.9445266272189349,,,,0.123561,0.0,0.0,,0.0,,,,890800.0,,0.0,0.0,128336.0,31025.0,41100.0,87236.0,12967769.0,10432876.0,0.24174822341353946,0.0075,360.0,780.0,0.46153846153846156,,,17.0,86387.260353,2015-03-26,74aab4e4a445e504d1b1cf3f3cb52c02,0.0,1.2429716408016351,0.9970122828372248,71.17855074872902,0.09563788878074064,0.355644458709707,,93.170416183021,0.0,1.0,419.99943798333334,1080.0598769333333,,0.5053891248303019,0.0,,0.0,0.32634593816147994
27.0,1.0,17639.0,0.0,,,0.0,0.0,0.0,,21.752025864354977,2.7455043721049264,0.148844,0.7019305798442731,0.0,,,,,119.85827546296296,27614.0,0.0,7.020265144867962,240.0,,0.0,0.0,,0.0,,,1.0,862070.0,,60.04169562195969,0.0,0.9775193798449613,,,,0.148844,0.0,0.0,,0.0,,,,862070.0,,0.0,0.0,125535.0,30641.0,40442.0,85093.0,11319911.0,10355755.0,0.24408332337595093,0.008055555555555555,360.0,780.0,0.46153846153846156,,,15.0,86391.724853,2015-03-27,2f2b3ab0136fd34858fc10d908ff24c1,0.0,1.0931033999935302,0.9992350191245218,45.69586046720038,0.04359896774014129,0.36008837389679527,,93.16627273845315,0.0,1.0,419.8978567166667,1080.0212159166667,,0.4705695817067477,0.0,,0.0,0.35386246115626163
27.0,1.0,17973.0,0.0,,,0.0,0.0,0.0,,21.917791216276278,2.7251816885714284,0.138053,0.6946306766508895,0.0,,,,,120.76898148148148,27638.0,0.0,6.6368762938538675,240.01666666666668,,0.0,0.0,,0.0,,,1.0,860970.0,,60.04169562195969,0.0,0.9775628626692456,,,,0.138053,0.0,0.0,,0.0,,,,860970.0,,0.0,0.0,125436.0,30666.0,40431.0,85005.0,11654050.0,10434440.0,0.2444752702573424,0.006944444444444444,360.0,780.0,0.46153846153846156,,,17.0,86394.796887,2015-03-28,689021b16d3dddee7e8d34d83cf5acda,0.0,1.116883129329413,0.9992450931051837,40.711734270863225,0.04776275950969855,0.36075524969119466,,94.03655419927811,0.0,1.0,419.8754083,1080.0445633000002,,0.4988896799075246,0.0,,0.0,0.3517673975749186
29.0,2.0,17923.0,0.0,,,0.0,0.0,0.0,,20.918118514345586,2.862256803027279,0.1310345,0.689612141284228,0.0,,,,,123.68785024154589,26914.0,0.0,185.76650587308052,240.11666666666667,,0.0,0.0,,0.0,,,1.0,824478.0,,56.997915218902016,0.0,0.9769170579029735,,,,0.1310345,0.0,0.0,,0.0,,,,824478.0,,0.0,0.0,121974.0,25205.0,36160.0,85814.0,10762478.0,10241354.0,0.20664239919982946,1.001111111111111,300.0,780.0,0.38461538461538464,1.0,0.03480678007070127,14.0,41394.2914545,2015-03-29,6d10b88b2d3f22b01ccd346e0e14f91e,0.0,1.0508842873705957,0.9991574421104622,46.26710589961795,0.2120637054407587,0.2937166429720092,,93.94612107249706,0.0,1.0,239.94844238333332,0.0,,36.878796682449554,0.0,60.073164616666666,0.0,0.28316511043552367
27.0,1.0,18934.0,0.0,,,0.0,0.0,0.0,,22.25045065841289,2.6934386385240776,0.15978,0.696624165229219,0.0,,,,,123.79631944444445,28019.0,0.0,6.79780871188021,240.03333333333333,,0.0,0.0,,0.0,,,1.0,852730.0,,60.04169562195969,0.0,0.9784546805349182,,,,0.15978,0.0,0.0,,0.0,,,,852730.0,,0.0,0.0,130544.0,32086.0,42308.0,88236.0,11589883.0,10696002.0,0.245786861134943,0.0077777777777777776,360.0,780.0,0.46153846153846156,,,14.0,86397.905743,2015-03-30,5436695c6c0dbb94c3439b2e67a7f15d,0.0,1.083571506437639,0.9992740959806425,43.12658686385859,0.0557711666931236,0.3636384242259395,,96.07632185774983,0.0,1.0,419.98607441666667,1080.0995231333334,,0.262277542373111,0.0,,0.0,0.3647573455454966
27.0,1.0,18577.0,0.0,,,0.0,0.0,0.0,,22.08443816102979,2.7108887503150596,0.123038,0.6789171515228642,0.0,,,,,122.93553240740741,27900.0,0.0,7.330070185016312,240.06666666666666,,0.0,0.0,,0.0,,,1.0,858996.0,,60.04169562195969,0.0,0.9778879146016012,,,,0.123038,0.0,0.0,,0.0,,,,858996.0,,0.0,0.0,127934.0,30524.0,41568.0,86366.0,11309455.0,10621630.0,0.23859177388340863,0.0075,360.0,780.0,0.46153846153846156,,,14.0,86395.670403,2015-03-31,32037b057b51bfd9a79101d12dd5cb88,0.0,1.0647570099881092,0.999253958166395,42.87386097953285,0.03765471525280267,0.3534261167589098,,95.60014942268681,0.0,1.0,419.99266743333334,1080.0275697,,0.25823622263276996,0.0,,0.0,0.36044640274771167
48.0,1.0,22047.0,0.0,,,0.0,0.0,0.0,,21.500937336847144,2.777529264530745,0.13452799999999998,0.7041276375851585,0.0,,,,,426.3697569444444,29281.0,0.0,8.714606310300185,240.03333333333333,,0.0,0.0,,0.0,,,1.0,877276.0,,60.04169562195969,0.0,0.9785001279754287,,,,0.13452799999999998,0.0,0.0,,0.0,,,,877276.0,,0.0,0.0,908368.0,32359.0,43705.0,864663.0,609173704.0,36838347.0,0.03562322759058003,0.006944444444444444,360.0,780.0,0.46153846153846156,,,15.0,86394.503727,2015-04-01,600135818d7fff47e24ee69b90ec04aa,0.0,16.53640170119468,0.9998808412606994,7743.046552302836,2.997487343988452,0.037423828705518795,,102.91960271103648,0.0,1.0,419.9657278,1080.0146530166667,,0.25594614212790545,0.0,,0.0,0.00957311905917156
