C2_F1_UniqueSLD,C2_F3_ChatSessionCount,C2_F6_ProductivityHits,C3_F1_FoodDeliveryHits,C3_F2_LateNightDeliveryRatio,C3_F3_MeanInterOrderDays,C3_F4_DietSiteVisits,C3_F5_TrackerBurstCount,C3_F6_SmartScaleUploads,C3_F7_WeighInTimeVarMin,C5_F1_DhcpPerHour,C5_F2_WifiDwellMin,C5_F3_MedianIKS,C5_F4_IKSStd,C5_F5_Sub30sSessions,C5_F6_SessionFano,C6_F1_LongestMiddayIdleMin,C6_F2_DayActiveSessionCount,C6_F3_DayIdleRatio_09_18,C6_F4_UpstreamBpsPerActiveHour,C6_F5_PostChatCount,C6_F6_MedianInterReqSec,C6_F7_InterReqFano,C6_F8_FirstActivityMin,C6_F9_ActivationDelayVsBase28d,C7_F1_MentalHealthSiteVisitsDay,C7_F2_NegativeSelfSearchRatio,C7_F3_SelfAssessmentDwellSec,C7_F4_HelpTherapyLookupHits,C7_F5_AccountDeleteUnsubCount,C7_F6_SettingsPrivacyDwellSec,C7_F7_SocialOutgoingShareUp,C7_F8_CloudUploadBytesToday,C8_F1_MedianPageDwellSec,C8_F2_DNSBurstRatePerHour,C8_F3_NotificationMicroSessionsCount,C8_F4_RepeatedQueryRatio60m,C8_F5_QueryReformulationMax,C8_F6_BackNavShare,C8_F7_SERPTimeToFirstClickSec,C8_F8_MedianIKSsec,C9_F1_CrisisLineHits,C9_F2_SuicideMethodQueryRatio,C9_F3_TherapyBookingVisits,C9_F4_SelfHarmForumVisits,C9_F5_SelfHarmForumUpBytes,C9_F6_SelfHarmForumMeanSessLenSec,C9_F7_WillInsuranceDownloads,C9_F8_CloudBackupUpBytesToday,C9_F9_AccountDeletionRequestsCount,C9_F10_NightSuicideQueryBursts,C9_F11_NightNegativeSearchRatio,n_total_packets_today,n_night_packets_today,night_pkts_today,day_pkts_today,down_bytes_today,up_bytes_today,LateNightShare,LongestInactivityHours,ActiveNightMinutes,ActiveDayMinutes,ND_Ratio,IS,IV,F1_DistinctSocial,F2_MeanSocialDurSec,Date,F3_LongStreams,F4_DownUpRatio,F5_RevisitRatio,F6_Fano,F7_HourlyCV,F8_NightDayRatioPkts,C2_F2_MedianReplyLatencySec,C2_F4_MeanUpstreamRateBps,C2_F5_PassiveActiveByteRatio,C2_F7_SocialOutgoingShareUp,C4_F1_OnsetDelayFrom2200Min,C4_F2_WakeAfter0400Min,C4_F3_OnsetVar14dMin,C4_F4_SleepDurationZAbs30d,C4_F5_NocturnalMicroSessionCount0106,C4_F6_MeanInterAwakGapMin0106,C4_F7_DaytimeIdleRatio0818,C4_F8_NightDayTrafficRatioBytes
0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,923.1333333333333,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,2054826.0,0.0,0.0,2054826.0,,,0.0,0.0,0.0,30.0,0.0,,,0.0,1770.854,2023-05-22,0.0,,,8325.563242240463,0.0,0.0,,,,1.0,,,,,0.0,,0.0,0.0
0.0,6.0,0.0,0.0,,,0.0,0.0,0.0,,0.29213592013198697,1.55125,,,0.0,,,,,,,,,594.4166666666666,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,844818.0,402705.0,402705.0,442113.0,,,0.4766766333103698,6.038055555555555,17.0,13.0,1.3076923076923077,0.3869482792581196,0.4324632807225386,0.0,254.79600000000002,2023-06-20,0.0,,,89164.87136714646,1.5386397985778983,0.9108644170155594,,,,1.0,,,,,4.0,5.856716666666666,0.9022556390977443,0.8851942665777072
0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,499.65,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,6731.0,0.0,0.0,6731.0,,,0.0,0.4008333333333333,0.0,8.0,0.0,0.3333333333333333,0.34818840579710153,0.0,182.14,2023-06-26,0.0,,,1255.453496340955,0.0,0.0,,,,1.0,,,,,0.0,,0.7419354838709677,0.0
0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,312.6166666666667,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,5721.0,5721.0,5721.0,0.0,,,1.0,0.10138888888888889,8.0,0.0,,1.5333333333333328,0.7041666666666665,0.0,178.85899999999998,2023-06-27,0.0,,,648.9244752800075,0.0,inf,,,,1.0,,,,,2.0,6.099166666666666,,inf
0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,519.1666666666666,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,8256.0,0.0,0.0,8256.0,,,0.0,0.12027777777777778,0.0,8.0,0.0,1.277777777777778,0.6282051282051282,0.0,183.845,2023-06-28,0.0,,,901.4746677740865,0.0,0.0,,,,1.0,,,,,0.0,,0.42857142857142855,0.0
0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,240.0,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,7754.0,7754.0,7754.0,0.0,,,1.0,0.05638888888888889,8.0,0.0,,2.462266710069445,1.0083333333333333,0.0,569.917,2023-06-29,0.0,,,607.6333388046053,0.38921846788754194,inf,,,,1.0,,,,,0.0,,,inf
0.0,4.0,0.0,0.0,,,0.0,0.0,0.0,,3.0,1.063225,,,0.0,,,,,,,,,617.2,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,575807.0,0.0,0.0,575807.0,,,0.0,0.10972222222222222,0.0,17.0,0.0,1.1636904761904765,0.8075630252100843,0.0,188.22525000000002,2023-06-30,0.0,,,88749.27761133225,0.0,0.0,,,,1.0,,,,,0.0,,0.45161290322580644,0.0
46.0,2.0,52.0,0.0,,,0.0,0.0,0.0,0.20604723580013454,1.0007691774291958,0.00031143333333333333,0.00025,0.42635695168992216,0.0,,,,,25.297777777777778,1124.0,0.0,6141.231226035684,534.4666666666667,,0.0,0.0,,0.0,,,,0.0,,6.0,0.0,0.5641025641025641,,,,0.00025,0.0,0.0,,0.0,,,,0.0,,0.0,,60725.0,0.0,0.0,60725.0,9769.0,182144.0,0.0,1.8311111111111111,0.0,12.0,0.0,0.47943552497451575,0.18655708460754325,30.0,287.6759895,2023-09-05,0.0,0.05363338896697119,0.9972953904045155,10903.719334896155,0.8069250383926394,0.0,,210.65401662764532,0.0,0.9291759920099729,,,,0.3827508914745956,0.0,,0.9008264462809917,0.0
43.0,3.0,44.0,0.0,,,0.0,0.0,1.0,7.524099458613689,2.9405085535295488,21.53426446666667,0.0038685,0.4013887488380602,0.0,,,,,43.87990740740741,2129.0,0.0,8849.498896237257,274.5,,0.0,0.0,,0.0,,,,0.0,,4.408163265306123,0.0,0.6869747899159664,,,,0.0038685,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,204534.0,88900.0,88900.0,115634.0,176383.0,473903.0,0.4346465624297183,3.035277777777778,6.0,6.0,1.0,0.08840788716737603,0.2407447189402077,29.0,300.80093066666666,2023-09-06,0.0,0.37219219966955264,0.9992249040142762,19535.25682079906,0.8623915284821615,0.7688050227441756,,334.14711902414666,0.0,0.999728929204242,,,,0.9334789436855699,0.0,,0.85,0.7976505051187653
