C2_F1_UniqueSLD,C2_F3_ChatSessionCount,C2_F6_ProductivityHits,C3_F1_FoodDeliveryHits,C3_F2_LateNightDeliveryRatio,C3_F3_MeanInterOrderDays,C3_F4_DietSiteVisits,C3_F5_TrackerBurstCount,C3_F6_SmartScaleUploads,C3_F7_WeighInTimeVarMin,C5_F1_DhcpPerHour,C5_F2_WifiDwellMin,C5_F3_MedianIKS,C5_F4_IKSStd,C5_F5_Sub30sSessions,C5_F6_SessionFano,C6_F1_LongestMiddayIdleMin,C6_F2_DayActiveSessionCount,C6_F3_DayIdleRatio_09_18,C6_F4_UpstreamBpsPerActiveHour,C6_F5_PostChatCount,C6_F6_MedianInterReqSec,C6_F7_InterReqFano,C6_F8_FirstActivityMin,C6_F9_ActivationDelayVsBase28d,C7_F1_MentalHealthSiteVisitsDay,C7_F2_NegativeSelfSearchRatio,C7_F3_SelfAssessmentDwellSec,C7_F4_HelpTherapyLookupHits,C7_F5_AccountDeleteUnsubCount,C7_F6_SettingsPrivacyDwellSec,C7_F7_SocialOutgoingShareUp,C7_F8_CloudUploadBytesToday,C8_F1_MedianPageDwellSec,C8_F2_DNSBurstRatePerHour,C8_F3_NotificationMicroSessionsCount,C8_F4_RepeatedQueryRatio60m,C8_F5_QueryReformulationMax,C8_F6_BackNavShare,C8_F7_SERPTimeToFirstClickSec,C8_F8_MedianIKSsec,C9_F1_CrisisLineHits,C9_F2_SuicideMethodQueryRatio,C9_F3_TherapyBookingVisits,C9_F4_SelfHarmForumVisits,C9_F5_SelfHarmForumUpBytes,C9_F6_SelfHarmForumMeanSessLenSec,C9_F7_WillInsuranceDownloads,C9_F8_CloudBackupUpBytesToday,C9_F9_AccountDeletionRequestsCount,C9_F10_NightSuicideQueryBursts,C9_F11_NightNegativeSearchRatio,n_total_packets_today,n_night_packets_today,night_pkts_today,day_pkts_today,down_bytes_today,up_bytes_today,LateNightShare,LongestInactivityHours,ActiveNightMinutes,ActiveDayMinutes,ND_Ratio,IS,IV,F1_DistinctSocial,F2_MeanSocialDurSec,Date,F3_LongStreams,F4_DownUpRatio,F5_RevisitRatio,F6_Fano,F7_HourlyCV,F8_NightDayRatioPkts,C2_F2_MedianReplyLatencySec,C2_F4_MeanUpstreamRateBps,C2_F5_PassiveActiveByteRatio,C2_F7_SocialOutgoingShareUp,C4_F1_OnsetDelayFrom2200Min,C4_F2_WakeAfter0400Min,C4_F3_OnsetVar14dMin,C4_F4_SleepDurationZAbs30d,C4_F5_NocturnalMicroSessionCount0106,C4_F6_MeanInterAwakGapMin0106,C4_F7_DaytimeIdleRatio0818,C4_F8_NightDayTrafficRatioBytes
0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,849.4166666666666,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,620280.0,0.0,0.0,620280.0,,,0.0,0.0,0.0,8.0,0.0,,,0.0,449.46,2023-05-22,0.0,,,52782.23372670407,0.0,0.0,,,,1.0,,,,,0.0,,0.0,0.0
0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,513.35,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,51037.0,0.0,0.0,51037.0,,,0.0,0.0002777777777777778,0.0,4.0,0.0,,,0.0,189.261,2023-06-20,0.0,,,1754.5853155553814,0.0,0.0,,,,1.0,,,,,0.0,,0.0,0.0
0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,624.65,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,52206.0,0.0,0.0,52206.0,,,0.0,0.0,0.0,4.0,0.0,,,0.0,188.77,2023-06-26,0.0,,,2141.426100448224,0.0,0.0,,,,1.0,,,,,0.0,,0.0,0.0
0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,637.6333333333333,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,150440.0,85003.0,85003.0,65437.0,,,0.5650292475405477,7.1033333333333335,4.0,4.0,1.0,0.05769804508888995,0.2552954793028322,0.0,186.909,2023-06-28,0.0,,,21325.174145861998,1.7514739074765109,1.2990051499915949,,,,1.0,,,,,1.0,,0.9751552795031055,1.318297730480487
0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,479.3833333333333,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,42168.0,0.0,0.0,42168.0,,,0.0,0.0,0.0,3.0,0.0,,,0.0,189.186,2023-06-29,0.0,,,1092.910975147031,0.6825080629861506,0.0,,,,1.0,,,,,0.0,,0.0,0.0
0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,286.18333333333334,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,53364.0,53364.0,53364.0,0.0,,,1.0,0.0,4.0,0.0,,,,0.0,187.69,2023-06-30,0.0,,,1629.9637583389551,0.0,inf,,,,1.0,,,,,1.0,,,inf
10.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,9.0,0.41071485625,,,0.0,,,,,12.110277777777778,0.0,0.0,34.33101045296166,577.15,,0.0,0.0,,0.0,,,,0.0,,5.0,0.0,0.6016260162601627,,,,,0.0,0.0,,0.0,,,,0.0,,0.0,,70971.0,0.0,0.0,70971.0,14376.0,43597.0,0.0,0.0005555555555555556,0.0,6.0,0.0,,,3.0,300.493199,2023-09-05,0.0,0.32974745968759317,0.9912357581069238,41431.19239548548,0.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,0.0
50.0,2.0,193.0,0.0,,,0.0,0.0,0.0,40.5466528493466,0.5200502314322774,0.0013812,0.30769,0.8146467523001782,0.0,,,,,12.745,44.0,0.0,12703.312085256657,328.53333333333336,,0.0,0.0,,0.0,,,,0.0,,3.116883116883117,0.0,0.878765613519471,,,,0.30769,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,259082.0,48843.0,48843.0,210239.0,28905.0,91764.0,0.1885233246616901,3.6775,6.0,6.0,1.0,0.11802414772727271,0.17651843106388562,34.0,302.76984649999997,2023-09-06,0.0,0.31499280763698184,0.998549505381335,47639.54699064787,1.5716797360779544,0.2323213105085165,,4.59218214822174,0.0,0.11450444517616068,,,,0.9917548884809236,0.0,,0.925,0.32777662792786316
