C2_F1_UniqueSLD,C2_F3_ChatSessionCount,C2_F6_ProductivityHits,C3_F1_FoodDeliveryHits,C3_F2_LateNightDeliveryRatio,C3_F3_MeanInterOrderDays,C3_F4_DietSiteVisits,C3_F5_TrackerBurstCount,C3_F6_SmartScaleUploads,C3_F7_WeighInTimeVarMin,C5_F1_DhcpPerHour,C5_F2_WifiDwellMin,C5_F3_MedianIKS,C5_F4_IKSStd,C5_F5_Sub30sSessions,C5_F6_SessionFano,C6_F1_LongestMiddayIdleMin,C6_F2_DayActiveSessionCount,C6_F3_DayIdleRatio_09_18,C6_F4_UpstreamBpsPerActiveHour,C6_F5_PostChatCount,C6_F6_MedianInterReqSec,C6_F7_InterReqFano,C6_F8_FirstActivityMin,C6_F9_ActivationDelayVsBase28d,C7_F1_MentalHealthSiteVisitsDay,C7_F2_NegativeSelfSearchRatio,C7_F3_SelfAssessmentDwellSec,C7_F4_HelpTherapyLookupHits,C7_F5_AccountDeleteUnsubCount,C7_F6_SettingsPrivacyDwellSec,C7_F7_SocialOutgoingShareUp,C7_F8_CloudUploadBytesToday,C8_F1_MedianPageDwellSec,C8_F2_DNSBurstRatePerHour,C8_F3_NotificationMicroSessionsCount,C8_F4_RepeatedQueryRatio60m,C8_F5_QueryReformulationMax,C8_F6_BackNavShare,C8_F7_SERPTimeToFirstClickSec,C8_F8_MedianIKSsec,C9_F1_CrisisLineHits,C9_F2_SuicideMethodQueryRatio,C9_F3_TherapyBookingVisits,C9_F4_SelfHarmForumVisits,C9_F5_SelfHarmForumUpBytes,C9_F6_SelfHarmForumMeanSessLenSec,C9_F7_WillInsuranceDownloads,C9_F8_CloudBackupUpBytesToday,C9_F9_AccountDeletionRequestsCount,C9_F10_NightSuicideQueryBursts,C9_F11_NightNegativeSearchRatio,n_total_packets_today,n_night_packets_today,night_pkts_today,day_pkts_today,down_bytes_today,up_bytes_today,LateNightShare,LongestInactivityHours,ActiveNightMinutes,ActiveDayMinutes,ND_Ratio,IS,IV,F1_DistinctSocial,F2_MeanSocialDurSec,Date,F3_LongStreams,F4_DownUpRatio,F5_RevisitRatio,F6_Fano,F7_HourlyCV,F8_NightDayRatioPkts,C2_F2_MedianReplyLatencySec,C2_F4_MeanUpstreamRateBps,C2_F5_PassiveActiveByteRatio,C2_F7_SocialOutgoingShareUp,C4_F1_OnsetDelayFrom2200Min,C4_F2_WakeAfter0400Min,C4_F3_OnsetVar14dMin,C4_F4_SleepDurationZAbs30d,C4_F5_NocturnalMicroSessionCount0106,C4_F6_MeanInterAwakGapMin0106,C4_F7_DaytimeIdleRatio0818,C4_F8_NightDayTrafficRatioBytes
153.0,5.0,852.0,0.0,,,0.0,0.0,1.0,0.01054092552806864,61.703703163637606,0.9629339618518518,0.000419,0.42059243479272335,0.0,,,,,1398.8145833333333,1548.0,0.0,247.92698289823937,528.1833333333333,,0.0,0.0,,0.0,,,,0.0,,39.090909090909086,0.0,0.8870993718795297,,,,0.000419,0.0,0.0,,0.0,,,,0.0,,0.0,,2807072.0,0.0,0.0,2807072.0,1317197.0,20142930.0,0.0,0.21333333333333335,0.0,101.0,0.0,2.6574276047396395,0.41462740024002387,97.0,1173.0924548,2023-09-05,0.0,0.0653925223391036,0.9995045962459405,91737.88549453576,0.6499802165102422,0.0,,31.329392659337856,0.0,0.5454626668884658,,,,,0.0,,0.24060150375939848,0.0
187.0,5.0,1458.0,0.0,,,0.0,0.0,6.0,127.88806267509213,16.236657769030224,3.674206453682171,0.000267,0.3164252168966286,0.0,,,,,589.0441111111111,11550.0,0.0,3343.652018055842,243.98333333333332,,0.0,0.0,,0.0,,,,0.0,,25.981308411214954,0.0,0.8890456644433042,,,,0.000267,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,5123811.0,1185916.0,1185916.0,3937895.0,52069781.0,10602794.0,0.23145194075269365,2.0425,60.0,64.0,0.9375,0.6973866961059977,0.22691058674893463,123.0,1738.5405289999999,2023-09-06,0.0,4.910949038527015,0.9997066510213878,204904.90847302912,0.7248554222211399,0.3011548047878372,,152.58621291215837,0.0,,,,,,0.0,18.604328691666666,0.2558139534883721,0.25223413505268605
